sentiment,en_text,ace_text
negative,It is too cold to enjoy the winter outside.,nyan nakeuh ciet leupi ho gura nyan musem leupi iluwa.
negative,I have to deal with discrimination when I work with people of another race.,ulon ka ho jadeh ngeun diskriminasi pajan ulon buet ngeun ureueng dari nyang laen jineh.
negative,"Twi has lost his fortune, because the lovely plates were shallow and expensive.","Twi adalah gadeuh atra getnyan hareuta, sabab nyan geut plates adalah deue ngeun meuhai."
negative,A woman serves a snack to the vendor while she makes a rude noise and slips on a plate.,saboh ureung ineung serves saboh makanan ubit ho nyan vendor sira getnyan makes saboh gasa riyoh ngeun slips di saboh pingan.
negative,The plate was very shallow and they made a lot of noise and were very slow when the vendor called.,nyan pingan adalah that deue ngeun Awaknyan dipeugeut saboh meusiepreuk dari riyoh ngeun adalah that meulet pajan nyan vendor dihei.
negative,Vendors who sell sweets on plates are making noise and they are rude to customers.,Vendors So publo sweets di plates nakeuh making riyoh ngeun Awaknyan nakeuh gasa ho customers.
negative,They are not having fun because of the monkey and suck at this.,Awaknyan nakeuh keun na gura sabab dari nyan siben ngeun piep i nyo.
negative,A monkey is a very dangerous subject to have fun with.,saboh siben nakeuh saboh that meupaloe subjek ho ka gura ngeun.
negative,He was just a dumb ass as a monkey.,gobnyan adalah tok saboh klo ass sebago saboh siben.
negative,We are a monkey possessing a snake.,kamoe nakeuh saboh siben possessing saboh uleue.
negative,I am worried because my vessel is so heavy and I depend on it.,ulon adalah sosah sabab ata long kapai nakeuh man geuheun ngeun ulon hana labah di nyan.
negative,She found herself worried about the future and feared for her life because of wild myth.,getnyan teumee herself sosah teuntang nyan singoh ngoh ngeun feared keu gobnyan udep sabab dari kleut mit.
negative,A vessel was being destroyed because it depended on myth to operate.,saboh kapai adalah jeut destroyed sabab nyan depended di mit ho operate.
negative,I found myself worried as the boat sank off the island depending on a myth that a boat was wild.,ulon teumee lon keudro sosah sebago nyan jalo sank piyoh nyan pulo depending di saboh mit Nyan saboh jalo adalah kleut.
negative,During the mandatory safety video they had noticed that she was not looking very good.,seulawet nyan wajeep keuamanan video Awaknyan adalah teungieng Nyan getnyan adalah keun looking that geut.
negative,mandatory but is chubby and not fit to operate the vehicle because the seats are uncomfortable.,wajeep man nakeuh teumbon ngeun keun lot ho operate nyan keundaraan sabab nyan seats nakeuh uncomfortable.
negative,An old man collapsed to his death on the beach at the deep end of the pool and fell off his wrist.,saboh tuha ureung agam collapsed ho atra getnyan mawot di nyan pante i nyan lhok akhe dari nyan kulam ngeun rhet piyoh atra getnyan weuet jaroe.
negative,She fell from a pool and injured her wrists.,getnyan rhet dari saboh kulam ngeun kaluka gobnyan wrists.
negative,The dog has no master keys and still needs to find a new home.,nyan asee adalah keun tuan keys ngeun manteung needs ho mita saboh barow rumoh.
negative,John's car was stolen as well as his rental and now he finds himself very cold in the snow.,John ' s mato adalah dicue sebago Get sebago atra getnyan rental ngeun jino gobnyan finds himself that leupi lam nyan salju.
negative,There was constantly trouble with the apartment as I constantly tried to find a way out of it.,sideh adalah seucara konstan masalah ngeun nyan apartemen sebago ulon seucara konstan cuba ho mita saboh jalan luwa dari nyan.
negative,She is in trouble constantly in her current style.,getnyan nakeuh lam masalah seucara konstan lam gobnyan jino setil.
negative,The car is a bound car that has been in trouble constantly because of style and lack of money.,nyan mato nakeuh saboh grop mato Nyan adalah adalah lam masalah seucara konstan sabab dari setil ngeun kureung dari peng.
negative,He was constantly bound by trouble and never got his way.,gobnyan adalah seucara konstan grop uleh masalah ngeun hantom merempek atra getnyan jalan.
negative,I constantly bet against myself and never gave money.,ulon seucara konstan bet meulawan lon keudro ngeun hantom ka joek peng.
negative,Getting older I'm in trouble and I can't find a job because I constantly have trouble finding a good job.,jeut keu older ulon ' m lam masalah ngeun ulon bisa ' t mita saboh keurija sabab ulon seucara konstan ka masalah finding saboh geut keurija.
negative,His mother is constantly bound in a fistfight with her drunk boyfriend.,atra getnyan mak nakeuh seucara konstan grop lam saboh fistfight ngeun gobnyan mabok cewek.
negative,They constantly had trouble finding a parking space in this area because of the hard times.,Awaknyan seucara konstan adalah masalah finding saboh parking pansa lam nyo wilayah sabab dari nyan kreuh times.
negative,our greeting was as tired and exhausting as they've been all day.,atra saleum dari bandum adalah sebago hek ngeun exhausting sebago Awaknyan ' ve adalah mandum uroe.
negative,A white man is not willing to pay taxes because it will ruin his identity.,saboh puteh ureung agam nakeuh keun tem ho bayeu taxes sabab nyan akan hanco atra getnyan identitah.
negative,The architecture of the town is spooky and hostile to me and no one wants to be associated with it.,nyan arsitektur dari nyan kuta nakeuh spooky ngeun hana ramah ho lon ngeun keun sa wants ho jeut asosiasikan ngeun nyan.
negative,The walls were full of garbage from the city.,nyan walls adalah peunoh dari broeh dari nyan kuta.
negative,She was hopelessly depressed as if her life were hopeless.,getnyan adalah hopelessly teugon sebago sangkira gobnyan udep adalah hana harapan.
negative,he is a lonely and hopeless man who never speaks.,gobnyan nakeuh saboh sidroe ngeun hana harapan ureung agam So hantom speaks.
negative,I feel like a dumb child,ulon reusam galak saboh klo aneuk miet
negative,I found them to be very oblivious and hopeless.,ulon teumee awak jih ho jeut that oblivious ngeun hana harapan.
negative,The lady is silent until the end because she has lost everything.,nyan nyonya nakeuh seungap sampe nyan akhe sabab getnyan adalah gadeuh mandum mandum.
negative,She was very hesitant to talk because she thought she might sound stupid.,getnyan adalah that hesitant ho peugah haba sabab getnyan pikeran getnyan mungken sue bangai.
negative,A lot of the items used to sustain toothing Ewe are either lost or damaged.,saboh meusiepreuk dari nyan barang seken ho peutheun toothing Ewe nakeuh salah saboh gadeuh atau damaged.
negative,The items were occasionally contaminated by harmful substances that sustain a bacterial foot infection.,nyan barang adalah jan jan contaminated uleh meubahaya substances Nyan peutheun saboh bacterial gaki impeksi.
negative,Ewes sometimes have a hard time with chewing their food due to certain factors including items they eat and tooth decay.,Ewes meujan jan ka saboh kreuh wate ngeun chewing atra makanan rheut tempo ho teuntee factors termasok barang Awaknyan pajouh ngeun igow broek.
negative,Ewes have very hard teeth and occasionally they sustain diseases like tooth decay.,Ewes ka that kreuh igow ngeun jan jan Awaknyan peutheun peunyaket galak igow broek.
negative,"The assistant did not know how was your day when he packed, and that is sad.","nyan nyang bantu peubuet keun teupu kiban adalah atra uroe pajan gobnyan packed, ngeun Nyan nakeuh sad."
negative,Will never be able to speak fluently again.,akan hantom jeut jeut ho marit ngen lancar keulayi.
negative,I have no more watermelon in my life and I'll definitely not pack a cooler to bring with me.,ulon ka keun lom timeun bruek lam ata long udep ngeun ulon ' ll hana pat bantah keun bungkoh saboh cooler ho mee ngeun lon.
negative,He has a painful ache and he has no ideas how to go through with him.,gobnyan adalah saboh painful saket ngeun gobnyan adalah keun ideas kiban ho jak reut ngeun gobnyan.
negative,The woman ache in a blue state of mind with a rotten face.,nyan ureung ineung saket lam saboh blau nanggroe dari akai ngeun saboh broek muka.
negative,I have a really bad ache through the receipt.,ulon ka saboh yang butoi broek saket reut nyan kuitansi.
negative,You are an evil assistant.,gata nakeuh saboh brok akai nyang bantu.
negative,I am worried I have no emergency contacts.,ulon adalah sosah ulon ka keun darurat contacts.
negative,I have no idea why you have to go to work at such a short notice.,ulon ka keun ide pakeun gata ka ho jak ho buet i meunan saboh et bie thee.
negative,A bee was hit on the roof of my car as I went to export.,saboh unoe adalah poeh di nyan bubong dari ata long mato sebago ulon ka dijak ho ekspor.
negative,A pigeon fell to the ground and bit my finger because I forgot to hold it down.,saboh mirahpati rhet ho nyan tanoh ngeun bit ata long aneuk jaroe sabab ulon tuweu ho mat nyan mate.
negative,She is guilty of an accident that involved a pigeon.,getnyan nakeuh salah dari saboh cilaka Nyan roeh saboh mirahpati.
negative,I am guilty of pigeon droppings on my keyboard that were all over my laptop.,ulon adalah salah dari mirahpati droppings di ata long keyboard Nyan adalah mandum diateuh ata long laptop.
negative,They failed to make an accurate estimate of the damage to their property so that the insurance company could decide if they should file a claim or not.,Awaknyan hana sukseh ho peugeut saboh akurat kira kira dari nyan rosak ho atra sipheut man Nyan nyan asuransi prusahaan jeut putohkan sangkira Awaknyan haruh peuajukan saboh tunggee atau keun.
negative,The person who died was guilty of causing a disaster.,nyan ureung So matee adalah salah dari causing saboh bala.
negative,I was very very guilty.,ulon adalah that that salah.
negative,She is guilty of creating a disaster that killed many birds.,getnyan nakeuh salah dari creating saboh bala Nyan killed jai birds.
negative,A woman has found herself guilty of a crime by pigeon droppings.,saboh ureung ineung adalah teumee herself salah dari saboh maksiet uleh mirahpati droppings.
negative,The pigeons in the yard are sick with virus.,nyan pigeons lam nyan halaman nakeuh sakeet ngeun virus.
negative,he was being very smarmy in his dealings.,gobnyan adalah jeut that smarmy lam atra getnyan dealings.
negative,A dump is a place that people dump their waste in to.,saboh beuh nakeuh saboh teumpat Nyan ureueng beuh atra teubueh lam ho.
negative,Someone will never get well soon.,soe akan hantom cok Get ban.
negative,He looked so annoyed that he rolled over and got sick.,gobnyan looked man tunu Nyan gobnyan rolled diateuh ngeun merempek sakeet.
negative,The dump is a mess.,nyan beuh nakeuh saboh keng keung.
negative,He will never get well soon and they are unable to see him again.,gobnyan akan hantom cok Get ban ngeun Awaknyan nakeuh han jeut ho kaloen gobnyan keulayi.
negative,This is your very own poor assistant.,nyo nakeuh atra that ata gasien nyang bantu.
negative,The person's daughter got away from the pile of garbage.,nyan ureung ' s aneuk ineung merempek jioh dari nyan tumpok dari broeh.
negative,I've no sense how to find the apartment now.,ulon ' ve keun reusam kiban ho mita nyan apartemen jino.
negative,i feel like i have nothing to do.,ulon reusam galak ulon ka hana peue ho pubuet.
negative,A little girl on an opera costume threw herself upon her bed after her first day in hospital.,saboh ubeut aneuk ineung di saboh opera kostum threw herself ateuh gobnyan tumpat eh lheuh gobnyan phoen uroe lam rumoh saket.
